image_path,ripeness_class,estimated_day,ttl_days_left
train/Class A/539.png,Class A,2,26
train/Class A/511.png,Class A,2,26
train/Class A/288.png,Class A,4,24
train/Class A/7135 (2).png,Class A,4,24
train/Class A/289.png,Class A,3,25
train/Class A/516 (2).png,Class A,1,27
train/Class A/510.png,Class A,1,27
train/Class A/506 (2).png,Class A,6,22
train/Class A/262.png,Class A,3,25
train/Class A/538.png,Class A,3,25
train/Class A/909.png,Class A,4,24
train/Class A/7146.png,Class A,3,25
train/Class A/935.png,Class A,5,23
train/Class A/282 (2).png,Class A,3,25
train/Class A/921.png,Class A,5,23
train/Class A/7000 (2).png,Class A,2,26
train/Class A/712.png,Class A,6,22
train/Class A/7168 (2).png,Class A,3,25
train/Class A/7026.png,Class A,4,24
train/Class A/7032.png,Class A,3,25
train/Class A/699.png,Class A,5,23
train/Class A/15.png,Class A,6,22
train/Class A/672.png,Class A,4,24
train/Class A/114.png,Class A,5,23
train/Class A/882.png,Class A,6,22
train/Class A/896.png,Class A,5,23
train/Class A/128.png,Class A,5,23
train/Class A/259 (2).png,Class A,1,27
train/Class A/249 (2).png,Class A,4,24
train/Class A/574 (2).png,Class A,3,25
train/Class A/302.png,Class A,3,25
train/Class A/316.png,Class A,4,24
train/Class A/470.png,Class A,6,22
train/Class A/458.png,Class A,1,27
train/Class A/328.png,Class A,3,25
train/Class A/300.png,Class A,1,27
train/Class A/466.png,Class A,6,22
train/Class A/472.png,Class A,6,22
train/Class A/307 (2).png,Class A,3,25
train/Class A/499.png,Class A,2,26
train/Class A/658.png,Class A,6,22
train/Class A/880.png,Class A,5,23
train/Class A/894.png,Class A,5,23
train/Class A/42 (2).png,Class A,3,25
train/Class A/116.png,Class A,6,22
train/Class A/670.png,Class A,2,26
train/Class A/7018.png,Class A,3,25
train/Class A/7030.png,Class A,2,26
train/Class A/7054 (2).png,Class A,1,27
train/Class A/7026 (2).png,Class A,4,24
train/Class A/704.png,Class A,2,26
train/Class A/937.png,Class A,6,22
train/Class A/7178.png,Class A,4,24
train/Class A/923.png,Class A,5,23
train/Class A/7150.png,Class A,6,22
train/Class A/248.png,Class A,6,22
train/Class A/530 (2).png,Class A,1,27
train/Class A/520 (2).png,Class A,1,27
train/Class A/458 (2).png,Class A,5,23
train/Class A/365 (2).png,Class A,3,25
train/Class A/375 (2).png,Class A,4,24
train/Class A/506.png,Class A,3,25
train/Class A/8061.png,Class A,3,25
train/Class A/507.png,Class A,5,23
train/Class A/261.png,Class A,4,24
train/Class A/249.png,Class A,3,25
train/Class A/7145.png,Class A,4,24
train/Class A/7151.png,Class A,4,24
train/Class A/7179.png,Class A,3,25
train/Class A/922.png,Class A,3,25
train/Class A/936.png,Class A,3,25
train/Class A/711.png,Class A,5,23
train/Class A/136 (2).png,Class A,6,22
train/Class A/7031.png,Class A,6,22
train/Class A/144 (2).png,Class A,6,22
train/Class A/154 (2).png,Class A,2,26
train/Class A/7019.png,Class A,4,24
train/Class A/117.png,Class A,6,22
train/Class A/671.png,Class A,2,26
train/Class A/895.png,Class A,2,26
train/Class A/881.png,Class A,2,26
train/Class A/659.png,Class A,2,26
train/Class A/232 (2).png,Class A,5,23
train/Class A/498.png,Class A,5,23
train/Class A/7019 (2).png,Class A,4,24
train/Class A/301.png,Class A,5,23
train/Class A/329.png,Class A,2,26
train/Class A/311.png,Class A,5,23
train/Class A/477.png,Class A,4,24
train/Class A/339.png,Class A,2,26
train/Class A/488.png,Class A,5,23
train/Class A/107.png,Class A,5,23
train/Class A/661.png,Class A,1,27
train/Class A/675.png,Class A,5,23
train/Class A/113.png,Class A,6,22
train/Class A/846.png,Class A,6,22
train/Class A/316 (2).png,Class A,4,24
train/Class A/852.png,Class A,5,23
train/Class A/12.png,Class A,3,25
train/Class A/701.png,Class A,6,22
train/Class A/7182.png,Class A,1,27
train/Class A/364 (2).png,Class A,2,26
train/Class A/416 - copia.png,Class A,4,24
train/Class A/729.png,Class A,6,22
train/Class A/7169.png,Class A,3,25
train/Class A/926.png,Class A,1,27
train/Class A/517.png,Class A,3,25
train/Class A/271.png,Class A,6,22
train/Class A/259.png,Class A,3,25
train/Class A/7027 (2).png,Class A,1,27
train/Class A/8070.png,Class A,1,27
train/Class A/8058.png,Class A,1,27
train/Class A/414 (2).png,Class A,2,26
train/Class A/251 (2).png,Class A,2,26
train/Class A/329 (2).png,Class A,5,23
train/Class A/258.png,Class A,4,24
train/Class A/516.png,Class A,6,22
train/Class A/270.png,Class A,6,22
train/Class A/927.png,Class A,6,22
train/Class A/7168.png,Class A,5,23
train/Class A/728.png,Class A,1,27
train/Class A/700.png,Class A,2,26
train/Class A/714.png,Class A,3,25
train/Class A/13.png,Class A,3,25
train/Class A/853.png,Class A,5,23
train/Class A/7008.png,Class A,1,27
train/Class A/847.png,Class A,3,25
train/Class A/890.png,Class A,3,25
train/Class A/674.png,Class A,1,27
train/Class A/106.png,Class A,5,23
train/Class A/660.png,Class A,1,27
train/Class A/489.png,Class A,2,26
train/Class A/155 (2).png,Class A,2,26
train/Class A/145 (2).png,Class A,3,25
train/Class A/223 (2).png,Class A,1,27
train/Class A/338.png,Class A,4,24
train/Class A/310.png,Class A,4,24
train/Class A/476.png,Class A,5,23
train/Class A/462.png,Class A,2,26
train/Class A/91 (2).png,Class A,6,22
train/Class A/538 (2).png,Class A,5,23
train/Class A/163 (2).png,Class A,4,24
train/Class A/676.png,Class A,5,23
train/Class A/104.png,Class A,6,22
train/Class A/892.png,Class A,5,23
train/Class A/7036.png,Class A,2,26
train/Class A/879.png,Class A,3,25
train/Class A/851.png,Class A,5,23
train/Class A/689.png,Class A,5,23
train/Class A/7181.png,Class A,6,22
train/Class A/702.png,Class A,6,22
train/Class A/716.png,Class A,5,23
train/Class A/925.png,Class A,1,27
train/Class A/500.png,Class A,2,26
train/Class A/272.png,Class A,5,23
train/Class A/528.png,Class A,4,24
train/Class A/422 (2).png,Class A,4,24
train/Class A/299.png,Class A,2,26
train/Class A/298.png,Class A,3,25
train/Class A/529.png,Class A,6,22
train/Class A/273.png,Class A,3,25
train/Class A/7001 (2).png,Class A,4,24
train/Class A/930.png,Class A,3,25
train/Class A/924.png,Class A,2,26
train/Class A/717.png,Class A,2,26
train/Class A/7180.png,Class A,5,23
train/Class A/517 (2).png,Class A,3,25
train/Class A/703.png,Class A,5,23
train/Class A/688.png,Class A,1,27
train/Class A/850.png,Class A,1,27
train/Class A/248 (2).png,Class A,4,24
train/Class A/320 (2).png,Class A,2,26
train/Class A/893.png,Class A,4,24
train/Class A/105.png,Class A,5,23
train/Class A/187 (2).png,Class A,1,27
train/Class A/7063 (2).png,Class A,1,27
train/Class A/307.png,Class A,1,27
train/Class A/313.png,Class A,6,22
train/Class A/478.png,Class A,3,25
train/Class A/336.png,Class A,2,26
train/Class A/444.png,Class A,4,24
train/Class A/487.png,Class A,1,27
train/Class A/12 (2).png,Class A,6,22
train/Class A/652.png,Class A,3,25
train/Class A/134.png,Class A,1,27
train/Class A/646.png,Class A,2,26
train/Class A/875.png,Class A,6,22
train/Class A/35.png,Class A,2,26
train/Class A/861.png,Class A,1,27
train/Class A/21.png,Class A,3,25
train/Class A/849.png,Class A,6,22
train/Class A/691.png,Class A,1,27
train/Class A/7012.png,Class A,1,27
train/Class A/685.png,Class A,2,26
train/Class A/726.png,Class A,5,23
train/Class A/732.png,Class A,6,22
train/Class A/7166.png,Class A,5,23
train/Class A/518.png,Class A,4,24
train/Class A/242.png,Class A,6,22
train/Class A/530.png,Class A,2,26
train/Class A/192 (2).png,Class A,1,27
train/Class A/281.png,Class A,5,23
train/Class A/8057.png,Class A,4,24
train/Class A/8043.png,Class A,3,25
train/Class A/294.png,Class A,6,22
train/Class A/280.png,Class A,6,22
train/Class A/176 (2).png,Class A,3,25
train/Class A/257.png,Class A,6,22
train/Class A/243.png,Class A,1,27
train/Class A/210 (2).png,Class A,5,23
train/Class A/84 (2).png,Class A,3,25
train/Class A/7167.png,Class A,1,27
train/Class A/733.png,Class A,5,23
train/Class A/727.png,Class A,3,25
train/Class A/7121 (2).png,Class A,1,27
train/Class A/684.png,Class A,4,24
train/Class A/690.png,Class A,1,27
train/Class A/848.png,Class A,1,27
train/Class A/7013.png,Class A,5,23
train/Class A/860.png,Class A,3,25
train/Class A/34.png,Class A,3,25
train/Class A/874.png,Class A,5,23
train/Class A/647.png,Class A,6,22
train/Class A/135.png,Class A,1,27
train/Class A/437 (2).png,Class A,6,22
train/Class A/272 (2).png,Class A,5,23
train/Class A/445.png,Class A,3,25
train/Class A/337.png,Class A,5,23
train/Class A/479.png,Class A,2,26
train/Class A/309.png,Class A,3,25
train/Class A/447.png,Class A,1,27
train/Class A/453.png,Class A,3,25
train/Class A/335.png,Class A,4,24
train/Class A/244 (2).png,Class A,2,26
train/Class A/490.png,Class A,5,23
train/Class A/645.png,Class A,6,22
train/Class A/137.png,Class A,5,23
train/Class A/395 (2).png,Class A,2,26
train/Class A/889.png,Class A,1,27
train/Class A/862.png,Class A,2,26
train/Class A/22.png,Class A,4,24
train/Class A/876.png,Class A,4,24
train/Class A/686.png,Class A,6,22
train/Class A/719.png,Class A,3,25
train/Class A/731.png,Class A,2,26
train/Class A/7165.png,Class A,5,23
train/Class A/269.png,Class A,2,26
train/Class A/527.png,Class A,4,24
train/Class A/241.png,Class A,6,22
train/Class A/282.png,Class A,3,25
train/Class A/8055.png,Class A,5,23
train/Class A/283.png,Class A,3,25
train/Class A/497 (2).png,Class A,4,24
train/Class A/526.png,Class A,4,24
train/Class A/240.png,Class A,1,27
train/Class A/487 (2).png,Class A,6,22
train/Class A/532.png,Class A,6,22
train/Class A/7164.png,Class A,5,23
train/Class A/303 (2).png,Class A,2,26
train/Class A/7181 (2).png,Class A,1,27
train/Class A/718.png,Class A,6,22
train/Class A/687.png,Class A,5,23
train/Class A/7004.png,Class A,1,27
train/Class A/877.png,Class A,2,26
train/Class A/23.png,Class A,3,25
train/Class A/863.png,Class A,3,25
train/Class A/7038.png,Class A,2,26
train/Class A/219 (2).png,Class A,6,22
train/Class A/136.png,Class A,3,25
train/Class A/361 (2).png,Class A,5,23
train/Class A/644.png,Class A,4,24
train/Class A/209 (2).png,Class A,3,25
train/Class A/485.png,Class A,2,26
train/Class A/24 (2).png,Class A,5,23
train/Class A/320.png,Class A,3,25
train/Class A/446.png,Class A,1,27
train/Class A/308.png,Class A,3,25
train/Class A/394 (2).png,Class A,6,22
train/Class A/442.png,Class A,3,25
train/Class A/330.png,Class A,6,22
train/Class A/456.png,Class A,4,24
train/Class A/318.png,Class A,5,23
train/Class A/78 (2).png,Class A,4,24
train/Class A/481.png,Class A,1,27
train/Class A/126.png,Class A,1,27
train/Class A/640.png,Class A,5,23
train/Class A/898.png,Class A,5,23
train/Class A/654.png,Class A,4,24
train/Class A/414 - copia.png,Class A,3,25
train/Class A/7000.png,Class A,5,23
train/Class A/683.png,Class A,3,25
train/Class A/697.png,Class A,3,25
train/Class A/7014.png,Class A,1,27
train/Class A/867.png,Class A,1,27
train/Class A/33.png,Class A,3,25
train/Class A/734.png,Class A,6,22
train/Class A/472 (2).png,Class A,6,22
train/Class A/907.png,Class A,2,26
train/Class A/536.png,Class A,6,22
train/Class A/250.png,Class A,3,25
train/Class A/293.png,Class A,2,26
train/Class A/312 (2).png,Class A,3,25
train/Class A/547 (2).png,Class A,6,22
train/Class A/557 (2).png,Class A,6,22
train/Class A/292.png,Class A,4,24
train/Class A/279.png,Class A,6,22
train/Class A/537.png,Class A,1,27
train/Class A/251.png,Class A,6,22
train/Class A/906.png,Class A,4,24
train/Class A/7149.png,Class A,5,23
train/Class A/7175.png,Class A,5,23
train/Class A/32.png,Class A,1,27
train/Class A/35 (2).png,Class A,5,23
train/Class A/25 (2).png,Class A,5,23
train/Class A/26.png,Class A,4,24
train/Class A/866.png,Class A,6,22
train/Class A/7001.png,Class A,6,22
train/Class A/7033 (2).png,Class A,5,23
train/Class A/669.png,Class A,4,24
train/Class A/655.png,Class A,5,23
train/Class A/133.png,Class A,3,25
train/Class A/127.png,Class A,3,25
train/Class A/641.png,Class A,6,22
train/Class A/480.png,Class A,6,22
train/Class A/319.png,Class A,6,22
train/Class A/443.png,Class A,4,24
train/Class A/325.png,Class A,5,23
train/Class A/455.png,Class A,3,25
train/Class A/327.png,Class A,3,25
train/Class A/441.png,Class A,4,24
train/Class A/657.png,Class A,5,23
train/Class A/643.png,Class A,6,22
train/Class A/125.png,Class A,3,25
train/Class A/119.png,Class A,4,24
train/Class A/13 (2).png,Class A,3,25
train/Class A/7017.png,Class A,6,22
train/Class A/858.png,Class A,4,24
train/Class A/7003.png,Class A,3,25
train/Class A/30.png,Class A,3,25
train/Class A/864.png,Class A,3,25
train/Class A/0 (2).png,Class A,6,22
train/Class A/938.png,Class A,2,26
train/Class A/193 (2).png,Class A,2,26
train/Class A/904.png,Class A,3,25
train/Class A/910.png,Class A,1,27
train/Class A/183 (2).png,Class A,5,23
train/Class A/509.png,Class A,3,25
train/Class A/334 (2).png,Class A,3,25
train/Class A/8052.png,Class A,4,24
train/Class A/290.png,Class A,1,27
train/Class A/291.png,Class A,1,27
train/Class A/8053.png,Class A,6,22
train/Class A/7152 (2).png,Class A,4,24
train/Class A/508.png,Class A,5,23
train/Class A/520.png,Class A,5,23
train/Class A/911.png,Class A,6,22
train/Class A/177 (2).png,Class A,1,27
train/Class A/905.png,Class A,2,26
train/Class A/939.png,Class A,4,24
train/Class A/95 (2).png,Class A,3,25
train/Class A/211 (2).png,Class A,2,26
train/Class A/722.png,Class A,5,23
train/Class A/201 (2).png,Class A,1,27
train/Class A/25.png,Class A,2,26
train/Class A/865.png,Class A,2,26
train/Class A/31.png,Class A,3,25
train/Class A/642.png,Class A,3,25
train/Class A/124.png,Class A,1,27
train/Class A/656.png,Class A,4,24
train/Class A/105 (2).png,Class A,3,25
train/Class A/497.png,Class A,4,24
train/Class A/7058 (2).png,Class A,1,27
train/Class A/326.png,Class A,2,26
train/Class A/440.png,Class A,2,26
train/Class A/454.png,Class A,6,22
train/Class A/433.png,Class A,6,22
train/Class A/143 (2).png,Class A,4,24
train/Class A/341.png,Class A,5,23
train/Class A/225 (2).png,Class A,1,27
train/Class A/235 (2).png,Class A,1,27
train/Class A/470 (2).png,Class A,2,26
train/Class A/396.png,Class A,6,22
train/Class A/518 (2).png,Class A,5,23
train/Class A/382.png,Class A,2,26
train/Class A/460 (2).png,Class A,5,23
train/Class A/95.png,Class A,1,27
train/Class A/81.png,Class A,3,25
train/Class A/631.png,Class A,4,24
train/Class A/143.png,Class A,3,25
train/Class A/816.png,Class A,4,24
train/Class A/56.png,Class A,2,26
train/Class A/802.png,Class A,1,27
train/Class A/42.png,Class A,4,24
train/Class A/194.png,Class A,5,23
train/Class A/7071.png,Class A,1,27
train/Class A/7166 (2).png,Class A,2,26
train/Class A/180.png,Class A,5,23
train/Class A/198 (2).png,Class A,3,25
train/Class A/779.png,Class A,5,23
train/Class A/188 (2).png,Class A,1,27
train/Class A/745.png,Class A,6,22
train/Class A/989.png,Class A,2,26
train/Class A/786.png,Class A,3,25
train/Class A/792.png,Class A,1,27
train/Class A/396 (2).png,Class A,2,26
train/Class A/7111.png,Class A,4,24
train/Class A/209.png,Class A,6,22
train/Class A/547.png,Class A,2,26
train/Class A/553.png,Class A,1,27
train/Class A/257 (2).png,Class A,5,23
train/Class A/584.png,Class A,1,27
train/Class A/8034.png,Class A,5,23
train/Class A/1004.png,Class A,6,22
train/Class A/8021.png,Class A,3,25
train/Class A/1005.png,Class A,2,26
train/Class A/546.png,Class A,6,22
train/Class A/220.png,Class A,2,26
train/Class A/7110.png,Class A,3,25
train/Class A/372 (2).png,Class A,2,26
train/Class A/787.png,Class A,1,27
train/Class A/527 (2).png,Class A,3,25
train/Class A/963.png,Class A,5,23
train/Class A/988.png,Class A,4,24
train/Class A/744.png,Class A,5,23
train/Class A/778.png,Class A,4,24
train/Class A/181.png,Class A,2,26
train/Class A/43.png,Class A,4,24
train/Class A/803.png,Class A,6,22
train/Class A/5.png,Class A,4,24
train/Class A/57.png,Class A,1,27
train/Class A/142.png,Class A,2,26
train/Class A/630.png,Class A,4,24
train/Class A/300 (2).png,Class A,2,26
train/Class A/618.png,Class A,6,22
train/Class A/80.png,Class A,4,24
train/Class A/94.png,Class A,1,27
train/Class A/268 (2).png,Class A,2,26
train/Class A/383.png,Class A,2,26
train/Class A/55 (2).png,Class A,1,27
train/Class A/340.png,Class A,4,24
train/Class A/7043 (2).png,Class A,3,25
train/Class A/432.png,Class A,3,25
train/Class A/7065 (2).png,Class A,6,22
train/Class A/424.png,Class A,2,26
train/Class A/430.png,Class A,3,25
train/Class A/73 (2).png,Class A,1,27
train/Class A/395.png,Class A,4,24
train/Class A/82.png,Class A,2,26
train/Class A/326 (2).png,Class A,2,26
train/Class A/626.png,Class A,3,25
train/Class A/632.png,Class A,1,27
train/Class A/336 (2).png,Class A,2,26
train/Class A/154.png,Class A,3,25
train/Class A/138 (2).png,Class A,3,25
train/Class A/41.png,Class A,1,27
train/Class A/128 (2).png,Class A,1,27
train/Class A/183.png,Class A,2,26
train/Class A/7066.png,Class A,2,26
train/Class A/746.png,Class A,4,24
train/Class A/791.png,Class A,5,23
train/Class A/469 (2).png,Class A,3,25
train/Class A/501 (2).png,Class A,6,22
train/Class A/479 (2).png,Class A,6,22
train/Class A/7007 (2).png,Class A,2,26
train/Class A/8023.png,Class A,6,22
train/Class A/587.png,Class A,1,27
train/Class A/1013.png,Class A,6,22
train/Class A/107 (2).png,Class A,3,25
train/Class A/1012.png,Class A,1,27
train/Class A/586.png,Class A,5,23
train/Class A/1006.png,Class A,3,25
train/Class A/8022.png,Class A,2,26
train/Class A/117 (2).png,Class A,1,27
train/Class A/223.png,Class A,2,26
train/Class A/545.png,Class A,1,27
train/Class A/261 (2).png,Class A,6,22
train/Class A/271 (2).png,Class A,1,27
train/Class A/7107.png,Class A,4,24
train/Class A/790.png,Class A,1,27
train/Class A/747.png,Class A,5,23
train/Class A/753.png,Class A,6,22
train/Class A/7132 (2).png,Class A,1,27
train/Class A/68.png,Class A,5,23
train/Class A/828.png,Class A,5,23
train/Class A/7067.png,Class A,5,23
train/Class A/182.png,Class A,6,22
train/Class A/54.png,Class A,5,23
train/Class A/7038 (2).png,Class A,5,23
train/Class A/7150 (2).png,Class A,6,22
train/Class A/633.png,Class A,4,24
train/Class A/155.png,Class A,6,22
train/Class A/627.png,Class A,5,23
train/Class A/83.png,Class A,3,25
train/Class A/394.png,Class A,6,22
train/Class A/203 (2).png,Class A,1,27
train/Class A/213 (2).png,Class A,2,26
train/Class A/431.png,Class A,5,23
train/Class A/425.png,Class A,2,26
train/Class A/347.png,Class A,3,25
train/Class A/421.png,Class A,4,24
train/Class A/435.png,Class A,4,24
train/Class A/384.png,Class A,1,27
train/Class A/390.png,Class A,4,24
train/Class A/145.png,Class A,1,27
train/Class A/151.png,Class A,6,22
train/Class A/93.png,Class A,4,24
train/Class A/838.png,Class A,5,23
train/Class A/78.png,Class A,4,24
train/Class A/186.png,Class A,6,22
train/Class A/7063.png,Class A,4,24
train/Class A/192.png,Class A,4,24
train/Class A/7077.png,Class A,4,24
train/Class A/804.png,Class A,3,25
train/Class A/44.png,Class A,5,23
train/Class A/3 (2).png,Class A,5,23
train/Class A/2.png,Class A,5,23
train/Class A/757.png,Class A,5,23
train/Class A/743.png,Class A,5,23
train/Class A/294 (2).png,Class A,4,24
train/Class A/284 (2).png,Class A,5,23
train/Class A/794.png,Class A,3,25
train/Class A/7103.png,Class A,3,25
train/Class A/958.png,Class A,4,24
train/Class A/970.png,Class A,5,23
train/Class A/233.png,Class A,4,24
train/Class A/555.png,Class A,2,26
train/Class A/569.png,Class A,1,27
train/Class A/500 (2).png,Class A,1,27
train/Class A/1002.png,Class A,5,23
train/Class A/596.png,Class A,5,23
train/Class A/468 (2).png,Class A,1,27
train/Class A/582.png,Class A,2,26
train/Class A/1016.png,Class A,3,25
train/Class A/510 (2).png,Class A,3,25
train/Class A/1017.png,Class A,3,25
train/Class A/583.png,Class A,6,22
train/Class A/597.png,Class A,4,24
train/Class A/1003.png,Class A,5,23
train/Class A/568.png,Class A,2,26
train/Class A/540.png,Class A,3,25
train/Class A/232.png,Class A,6,22
train/Class A/965.png,Class A,3,25
train/Class A/971.png,Class A,6,22
train/Class A/116 (2).png,Class A,3,25
train/Class A/795.png,Class A,5,23
train/Class A/270 (2).png,Class A,1,27
train/Class A/318 (2).png,Class A,4,24
train/Class A/742.png,Class A,3,25
train/Class A/756.png,Class A,6,22
train/Class A/435 (2).png,Class A,1,27
train/Class A/3.png,Class A,6,22
train/Class A/45.png,Class A,3,25
train/Class A/805.png,Class A,6,22
train/Class A/193.png,Class A,5,23
train/Class A/202 (2).png,Class A,1,27
train/Class A/79.png,Class A,2,26
train/Class A/839.png,Class A,1,27
train/Class A/7089.png,Class A,5,23
train/Class A/92.png,Class A,3,25
train/Class A/7090 (2).png,Class A,2,26
train/Class A/164 (2).png,Class A,2,26
train/Class A/622.png,Class A,2,26
train/Class A/144.png,Class A,5,23
train/Class A/7151 (2).png,Class A,5,23
train/Class A/385.png,Class A,3,25
train/Class A/434.png,Class A,5,23
train/Class A/352.png,Class A,4,24
train/Class A/420.png,Class A,1,27
train/Class A/350.png,Class A,5,23
train/Class A/436.png,Class A,3,25
train/Class A/422.png,Class A,4,24
train/Class A/393.png,Class A,5,23
train/Class A/7167 (2).png,Class A,5,23
train/Class A/387.png,Class A,1,27
train/Class A/152 (2).png,Class A,6,22
train/Class A/152.png,Class A,1,27
train/Class A/191.png,Class A,4,24
train/Class A/185.png,Class A,1,27
train/Class A/509 (2).png,Class A,6,22
train/Class A/234 (2).png,Class A,2,26
train/Class A/53.png,Class A,6,22
train/Class A/1.png,Class A,5,23
train/Class A/807.png,Class A,1,27
train/Class A/998.png,Class A,6,22
train/Class A/246 (2).png,Class A,6,22
train/Class A/403 (2).png,Class A,2,26
train/Class A/413 (2).png,Class A,6,22
train/Class A/967.png,Class A,1,27
train/Class A/973.png,Class A,4,24
train/Class A/224.png,Class A,6,22
train/Class A/556.png,Class A,5,23
train/Class A/230.png,Class A,6,22
train/Class A/581.png,Class A,2,26
train/Class A/1001.png,Class A,4,24
train/Class A/595.png,Class A,1,27
train/Class A/8019.png,Class A,4,24
train/Class A/8018.png,Class A,6,22
train/Class A/1000.png,Class A,6,22
train/Class A/1014.png,Class A,5,23
train/Class A/580.png,Class A,5,23
train/Class A/219.png,Class A,5,23
train/Class A/557.png,Class A,5,23
train/Class A/231.png,Class A,5,23
train/Class A/225.png,Class A,4,24
train/Class A/7129.png,Class A,2,26
train/Class A/972.png,Class A,4,24
train/Class A/966.png,Class A,4,24
train/Class A/7020 (2).png,Class A,6,22
train/Class A/26 (2).png,Class A,4,24
train/Class A/755.png,Class A,2,26
train/Class A/741.png,Class A,2,26
train/Class A/999.png,Class A,2,26
train/Class A/46.png,Class A,3,25
train/Class A/806.png,Class A,4,24
train/Class A/0.png,Class A,5,23
train/Class A/184.png,Class A,6,22
train/Class A/54 (2).png,Class A,2,26
train/Class A/190.png,Class A,6,22
train/Class A/91.png,Class A,6,22
train/Class A/153.png,Class A,3,25
train/Class A/386.png,Class A,6,22
train/Class A/311 (2).png,Class A,6,22
train/Class A/423.png,Class A,5,23
train/Class A/351.png,Class A,3,25
test/Class B/412.png,Class B,8,20
test/Class B/8149.png,Class B,12,16
test/Class B/7050.png,Class B,12,16
test/Class B/200.png,Class B,13,15
test/Class B/201.png,Class B,8,20
test/Class B/147 (2).png,Class B,14,14
test/Class B/363.png,Class B,12,16
test/Class B/8062 (2).png,Class B,14,14
test/Class B/8010 (2).png,Class B,11,17
test/Class B/559.png,Class B,11,17
test/Class B/202.png,Class B,8,20
test/Class B/410.png,Class B,11,17
test/Class B/366.png,Class B,9,19
test/Class B/158.png,Class B,12,16
test/Class B/7155 (2).png,Class B,12,16
test/Class B/560.png,Class B,10,18
test/Class B/8013.png,Class B,10,18
test/Class B/159.png,Class B,7,21
test/Class B/367.png,Class B,7,21
test/Class B/417.png,Class B,9,19
test/Class B/377 (2).png,Class B,8,20
test/Class B/367 (2).png,Class B,11,17
test/Class B/8.png,Class B,8,20
test/Class B/577.png,Class B,8,20
test/Class B/8010.png,Class B,9,19
test/Class B/576.png,Class B,7,21
test/Class B/204.png,Class B,11,17
test/Class B/7068.png,Class B,13,15
test/Class B/9.png,Class B,10,18
test/Class B/471.png,Class B,12,16
test/Class B/162 (2).png,Class B,11,17
test/Class B/7153.png,Class B,13,15
test/Class B/539.png,Class B,13,15
test/Class B/289.png,Class B,8,20
test/Class B/262.png,Class B,7,21
test/Class B/538.png,Class B,9,19
test/Class B/302.png,Class B,14,14
test/Class B/470.png,Class B,11,17
test/Class B/7024.png,Class B,13,15
test/Class B/8061.png,Class B,11,17
test/Class B/261.png,Class B,10,18
test/Class B/338 (2).png,Class B,7,21
test/Class B/8057 (2).png,Class B,13,15
test/Class B/7186.png,Class B,7,21
test/Class B/126 (2).png,Class B,11,17
test/Class B/7025.png,Class B,13,15
test/Class B/53 (2).png,Class B,12,16
test/Class B/108 (2).png,Class B,7,21
test/Class B/7009.png,Class B,9,19
test/Class B/7182.png,Class B,7,21
test/Class B/7155.png,Class B,9,19
test/Class B/258.png,Class B,11,17
test/Class B/7102 (2).png,Class B,10,18
test/Class B/7154.png,Class B,7,21
test/Class B/7183.png,Class B,11,17
test/Class B/112.png,Class B,12,16
test/Class B/338.png,Class B,10,18
test/Class B/81 (2).png,Class B,7,21
test/Class B/8107.png,Class B,7,21
test/Class B/7022.png,Class B,9,19
test/Class B/11.png,Class B,7,21
test/Class B/529.png,Class B,8,20
test/Class B/8155 (2).png,Class B,12,16
test/Class B/7180.png,Class B,7,21
test/Class B/10.png,Class B,11,17
test/Class B/111.png,Class B,12,16
test/Class B/8106.png,Class B,13,15
test/Class B/444.png,Class B,14,14
test/Class B/487.png,Class B,10,18
test/Class B/8137.png,Class B,8,20
test/Class B/108.png,Class B,10,18
test/Class B/7012.png,Class B,14,14
test/Class B/7006.png,Class B,7,21
test/Class B/8094.png,Class B,12,16
test/Class B/256.png,Class B,11,17
test/Class B/281.png,Class B,7,21
test/Class B/8057.png,Class B,9,19
test/Class B/8056.png,Class B,11,17
test/Class B/531.png,Class B,11,17
test/Class B/200 (2).png,Class B,12,16
test/Class B/378 (2).png,Class B,10,18
test/Class B/243.png,Class B,10,18
test/Class B/8095.png,Class B,9,19
test/Class B/525.png,Class B,7,21
test/Class B/445 (2).png,Class B,13,15
test/Class B/109.png,Class B,14,14
test/Class B/486.png,Class B,7,21
test/Class B/445.png,Class B,12,16
test/Class B/337.png,Class B,11,17
test/Class B/8108.png,Class B,10,18
test/Class B/8 (2).png,Class B,11,17
test/Class B/123.png,Class B,8,20
test/Class B/527.png,Class B,9,19
test/Class B/8040.png,Class B,13,15
test/Class B/8054.png,Class B,10,18
test/Class B/7138 (2).png,Class B,7,21
test/Class B/283.png,Class B,9,19
test/Class B/46 (2).png,Class B,12,16
test/Class B/7010.png,Class B,10,18
test/Class B/23.png,Class B,12,16
test/Class B/324.png,Class B,14,14
test/Class B/456.png,Class B,8,20
test/Class B/7148.png,Class B,7,21
test/Class B/8092.png,Class B,13,15
test/Class B/244.png,Class B,10,18
test/Class B/302 (2).png,Class B,14,14
test/Class B/286.png,Class B,9,19
test/Class B/8093.png,Class B,7,21
test/Class B/7149.png,Class B,7,21
test/Class B/486 (2).png,Class B,11,17
test/Class B/443.png,Class B,13,15
test/Class B/218 (2).png,Class B,12,16
test/Class B/325.png,Class B,13,15
test/Class B/455.png,Class B,12,16
test/Class B/285.png,Class B,9,19
test/Class B/85 (2).png,Class B,10,18
